Pb,Ni,Fe,Ca,Cu,Hg,As,Be,MortalityIncrement
5.743701652305614,2.43437820892631,6.610854937660997,2.8208713674546657,228.61560382358488,21.374447980848874,25.135146126380672,0.9538273627092979,1.1910276652686607
5.599385227500559,4.37245531007062,9.245143352517836,1.3439687003030176,103.44226681288484,20.108909755426243,17.665262357493706,0.9135707154758259,1.8166323105376507
5.959807238911473,2.64963431218684,7.474467764410849,4.497077332316841,250.94284517822192,33.27214038866232,14.50601234196393,0.9333067202935055,2.9279592791294924
6.709276045727904,3.0172767755736096,9.876094947708175,4.653075007117041,246.63578602344572,44.4355050069722,28.89707006145385,0.9436448514141447,1.9594414606999493
6.3062825725347915,3.594845078315969,8.166730462707152,3.1975198817741006,275.6805650550537,37.32236250624645,20.406773211340372,0.9153084623151592,2.4136667566223453
9.369141495135201,4.455631390391704,6.961055119645064,3.7396193111685334,163.70417708845773,30.363936021284488,20.145639894314808,0.9472573205111491,2.0216588092911634
9.46769524959563,2.6708783184495886,6.782076926750462,2.686917354181735,228.79782700441461,33.14799736353568,16.06977134138537,1.080752357866988,2.540421080667431
5.158320845806335,4.996891740154398,6.602718258484005,2.9240069116657543,240.11852322515705,41.564088644162965,19.288963016766694,0.9485341478481637,2.4860230287787783
6.741903095679305,2.7882674655784205,7.247903454016768,1.4016264890080938,233.13368324515028,33.71688434608249,23.263608105357854,0.9489442136188496,1.974891561526023
5.745917084209392,2.357390013795839,5.670632548779456,1.4888380901895388,270.32718638310945,30.27259525168533,25.91614520456355,0.969770774747323,1.5089318460381913
9.615233165416075,3.415546571642018,9.30735082619642,2.1095421354394093,240.2171935704694,33.36873427559725,14.214293314506392,0.9883223803807158,3.3346996197401255
7.418468004013161,3.562438186125024,7.929864751568259,2.1353018489286835,141.68035688139412,20.371726630842243,11.546683749853937,1.0054489903737602,2.592936926434125
8.395848965101893,2.3767399614855815,4.808537433734303,3.8717413713112356,221.46131170719985,48.83551839085217,18.41769994871413,0.9514421714385266,3.1884305402204136
8.540554376092269,3.3769826183730833,4.7216750019511275,4.248699552769362,181.80362015725603,33.13670730886943,10.997169356785243,1.098658738883506,3.215813739024005
7.839467887991621,2.652971839295723,7.590672642026439,1.1195295518174375,106.12999960840868,47.77750923533216,22.296651622592492,1.0350592115545283,2.578857739513329
5.958958245866532,3.309980075546713,8.182648977937458,1.8941972612745408,265.43763232873494,38.99619234535712,28.604833032687225,0.9618401970886387,1.7451307305986594
8.42118205969969,4.8024422259385595,7.926551562173265,2.169628865901735,264.12113234725035,34.218814967044835,19.042783441458155,0.9166103838823774,2.5021822074432407
9.013203677587779,4.885377483356791,4.731193953984348,1.8619735993184339,198.86896434290128,32.36371381288612,18.654450707638972,0.9456109129790382,2.2359260792200812
6.160908994196594,4.19177190392873,8.63735917753241,1.2429954991405392,137.4456842197859,42.7863266330994,24.223289294244214,1.0899474273351115,1.9782687396281484
7.700784943207168,3.7577356028103046,4.887236015821514,1.2847141485257936,115.7885723653983,48.35791951159017,24.44337409591439,0.9687054391428598,2.3643517402015104
8.754212061556682,3.539262109004144,7.447854999544455,4.523229004774359,186.2157701911668,48.629645126049844,25.432005630094878,0.9999888022356003,2.235392034187607
5.09919397276276,4.723997431805985,8.214574998614735,4.374082126606867,270.07757628222055,33.1700073657688,13.562180353991366,0.9025662911786098,3.060783891185599
8.329944315789897,2.596679230339865,6.426683284343386,3.7927727873923613,279.4866372760615,35.305694075913095,24.05011633749149,1.0533733309880264,1.727083940868274
7.09306040011964,3.3185505500665644,8.480802488261086,3.1830083962016125,153.74265316661422,38.64081527331889,14.403010490542181,0.9207430527430653,3.6039562494378807
9.209873706511647,4.703825258393163,7.6229598856039615,1.7852030484348531,191.32534428230355,46.61726651700153,13.246954224072132,0.9662597421464404,4.456384631996919
7.7772872320762065,3.477879208271813,6.6246945530022705,4.131312698661188,205.3958331166131,30.148172290654372,14.056741308889729,1.0128717969199563,2.6002561894114287
9.875091881665211,3.5152491770984953,6.341196377181408,3.8089196434459485,110.62504861843006,42.56537438973216,18.451131049414748,1.0230586150982568,2.7302676403086172
7.837274044082323,4.986285377938344,8.603505191324492,2.72830977593465,256.1168893023373,36.68943568983644,19.278887918695276,0.9897298050603406,2.384389037533409
8.333977734739307,2.7635711197014468,9.887823764418116,3.9264120720795863,141.10966380373512,39.66749991220304,11.416990724486823,0.9865750413158058,4.552667503825176
8.320668056996311,3.166177112106009,8.511699457965346,4.102554813122231,294.67489380040195,23.479570055146223,10.019138168760113,1.055964325049184,3.1308424057386377
8.641832521582216,2.7217802340610824,5.790479082509696,3.4191343955132263,210.88965712000527,39.282198683522054,16.768316185002348,0.975068156077514,2.91458769459694
6.314255955571632,2.520075311629511,7.495634708941057,1.5732809134344334,134.1446588318642,29.415076339265113,23.502749527482067,0.9736769435633992,1.713516417562858
7.630875301088056,3.1813207431016197,8.92132904709782,1.0200625138649317,256.0300584404321,33.266409012095515,11.869785622832508,0.9360332605932372,4.113029753464461
7.247713772230602,2.085945752851849,8.61001964466114,3.3867784177498033,144.3927055760769,37.9484727898581,17.80592700340708,1.0099556022515792,2.6921870778171124
9.55416047729842,4.6788749971817145,8.347457572452075,4.124489584809566,157.618976872232,41.168275807142564,18.72521711396419,0.9921515817278658,2.7100057413381187
5.123467588876778,2.5896180763073784,9.231469618711635,4.9866898449301065,169.6043693140163,37.03771571375895,16.42933693552439,1.0871287012323454,2.4577275918505195
9.07192683060053,2.4229149371732275,8.77427015563429,2.8958294214219613,115.08808142049081,28.554769492496618,23.2956545090048,0.9081879915908595,1.945606221950167
6.8572043100689255,2.1057325183221502,5.693083107221032,4.661776382564149,233.39803051151583,38.16340060143088,19.25153937772008,1.0100016272046974,2.2642784044285214
